Posted,Transaction Description,Amount,Balance,Tag,Tag_Category
05 22 25,Zelle Instant On 05/22/25 PMT To Laurie PMT ID=USBlBeAnyatA,-1200.0,-2854.6999999999957,Expense - Zelle Pmt,Expense - Zelle Pmt
05 22 25,Zelle Instant On 05/22/25 PMT From LFG COUNSELING LLC PMT ID=JPM99b9ddwut,5950.0,3095.3000000000047,Income - LFG Counselling,Income - LFG Counselling
05 22 25,Zelle Instant On 05/22/25 PMT To Laurie PMT ID=USBSWF5nyaCN,-300.0,2795.3000000000047,Expense - Zelle Pmt,Expense - Zelle Pmt
05 23 25,Electronic Withdrawal REF=251430059656290N00 To EBF HOLDINGS RPP28556778006192943192895 .67,-446.67,2348.6300000000047,Expense - MCA - EBF,Expense - MCA Repayment
05 23 25,Zelle Instant On 05/23/25 PMT To Maria PMT ID=USBWMJKnyr0l,-1000.0,1348.6300000000049,Expense - Zelle Pmt,Expense - Zelle Pmt
05 27 25,Electronic Withdrawal REF=251430156184520N00 To EBF HOLDINGS RPP28556778006192943192895 .67,-446.67,901.9600000000046,Expense - MCA - EBF,Expense - MCA Repayment
05 27 25,Electronic Withdrawal REF=251430156184510N00 To EBF HOLDINGS RPP28556778006192943192895 .67,-446.67,455.2900000000045,Expense - MCA - EBF,Expense - MCA Repayment
05 27 25,Electronic Withdrawal REF=251470083177710N00 To BRISTOL WEST INS 9496351321EFT PYMT 003000g01521533,-209.91,245.38000000000463,Expense - Insurance,Expense - Insurance
05 27 25,ATM Withdrawal ************6345 4150 NORTH STATE HOLLYWOOD FL Serial No. 008015091957PLUSTERM .95,-507.95,-262.56999999999607,Expense - ATM Withdrawal,Expense - ATM Withdrawal
05 27 25,ATM Withdrawal ************6345 4150 NORTH STATE HOLLYWOOD FL Serial No. 008016092047PLUSTERM .95,-507.95,-770.5199999999968,Expense - ATM Withdrawal,Expense - ATM Withdrawal
05 27 25,Recurring Debit Purchase BH* BETTERHELP ************6345 On 052325 BETTERHELP.C CA REF # 24000775143100031418 US1 3100031418 .00,-80.0,-850.5199999999968,"Expense - Youtube, Ring, BetterHelp, Apple, Hulu, Siriusxm",Expense - Software and Subscriptions
05 27 25,Debit Purchase UBER * EATS PEND ************6345 On 052325 San Francisc CA REF # 134590 05232034 07 .60,-31.6,-882.1199999999972,Expense - Uber & UberEats,Expense - Travel and Entertainment
05 27 25,Fee ATM Withdrawal At Other Network 2700001901,-3.0,-885.1199999999972,Expense - ATM Fees,Expense - Bank Fees
05 27 25,Fee ATM Withdrawal At Other Network 2700001900,-3.0,-888.1199999999972,Expense - ATM Fees,Expense - Bank Fees
05 28 25,Zelle Instant On 05/28/25 PMT To K PMT ID=USBUU1FnzRAq,-1000.0,-1888.1199999999967,Expense - Zelle Pmt,Expense - Zelle Pmt
05 28 25,Electronic Withdrawal REF=251470273210030N00 To EBF HOLDINGS RPP28556778006192943192895 .67,-446.67,-2334.789999999997,Expense - MCA - EBF,Expense - MCA Repayment
05 28 25,Electronic Withdrawal REF=251470273210020N00 To EBF HOLDINGS RPP28556778006192943192895 .67,-446.67,-2781.4599999999973,Expense - MCA - EBF,Expense - MCA Repayment
05 28 25,Overdraft Paid Fee,-36.0,-2817.4599999999973,Expense - Overdraft Fees,Expense - Bank Fees
05 28 25,Electronic Deposit REF=251430115565630Y00 From STATE OF NE 9NESWWNAS0ST PAYMENT845112539,3069.0,251.5400000000027,Income - State of NE,Income - State of NE
05 28 25,Overdraft Paid Fee,-36.0,215.5400000000027,Expense - Overdraft Fees,Expense - Bank Fees
05 28 25,Overdraft Paid Fee,-36.0,179.5400000000027,Expense - Overdraft Fees,Expense - Bank Fees
05 29 25,Electronic Withdrawal REF=251490074960480N00 To EBF HOLDINGS RPP28556778006192943192895 .67,-446.67,-267.1299999999974,Expense - MCA - EBF,Expense - MCA Repayment
05 30 25,ATM Withdrawal ************6345 4150 NORTH STATE HOLLYWOOD FL Serial No. 004223153424PLUSTERM,-507.95,-775.0799999999981,Expense - ATM Withdrawal,Expense - ATM Withdrawal
05 30 25,Electronic Deposit REF=251480183474200Y00 From STATE OF NE 9NESWWNAS0ST PAYMENT845112539,4836.0,4060.920000000002,Income - State of NE,Income - State of NE
05 30 25,Fee ATM Withdrawal At Other Network 000001144,-3.0,4057.920000000002,Expense - ATM Fees,Expense - Bank Fees
05 30 25,Fee ATM Withdrawal At Other Network 000001145,-3.0,4054.920000000002,Expense - ATM Fees,Expense - Bank Fees
05 30 25,Overdraft Paid Fee,-36.0,4018.920000000002,Expense - Overdraft Fees,Expense - Bank Fees
05 30 25,Debit Purchase UBER * EATS PEND ************63 On 053025 San Francisc CA REF # 571676 05300630,-45.96,3972.960000000002,Expense - Uber & UberEats,Expense - Travel and Entertainment
05 30 25,ATM Withdrawal ************6345 4150 NORTH STATE HOLLYWOOD FL Serial No. 004224153522PLUSTERM .95,-507.95,3465.010000000002,Expense - ATM Withdrawal,Expense - ATM Withdrawal
05 30 25,Electronic Withdrawal REF=251500016005780N00 To EBF HOLDINGS RPP28556778006192943192895 .67,-446.67,3018.340000000002,Expense - MCA - EBF,Expense - MCA Repayment
05 31 25,New Balance,0.0,3018.34,99.UNASSIGNED,99.UNASSIGNED
